,0,1,2,3
0,0.7679791087901298,-0.10514164597634548,-0.146221990592807,-0.3567808090943913
1,0.6995395565795604,-0.21901283004685262,-0.029340861671564578,-0.5517656992105076
2,0.7378739966075688,-0.09708300768906154,-0.1113744710032511,-0.4988200203723784
3,0.7202526359390082,-0.3640749566669214,-0.03725424551259182,-0.6949515686079977
4,0.400912995388777,-0.09616976834339375,-0.15337503163223892,-0.32402265952635256
5,0.2947450571504985,-0.087425229930692,-0.15048025495063985,-0.4570521672645238
6,0.29823345628433295,-0.1114838609938616,-0.1431492952680486,-0.3751184641894206
7,0.23297064685536445,-0.06542383594833179,-0.17933087040757995,-0.36553278317226345
8,0.2072070164134474,-0.06236363110387321,-0.20510192214896011,-0.33263164319927935
9,0.2121510578951989,-0.06713146370854739,-0.3101702660417806,-0.24201201226167937
10,0.20543027222955423,-0.10225920899498454,-0.14083783562881816,-0.4013187309383901
11,0.12306295846950148,-0.06007975717831421,-0.14804221518200517,-0.3968911837521194
12,0.08851765442363005,-0.055070625630073776,-0.14951976681040824,-0.3779061137616352
13,0.08269219276104639,-0.10496236347359493,-0.11943976709325047,-0.35194008112753516
14,0.062277164707993195,-0.051745392019644745,-0.4721768788011568,-0.2674482992613942
15,0.05784336208333726,-0.13277269035712178,-0.12764843725469394,-0.33553497502665475
16,0.05695657697594163,-0.0766915784658132,-0.29387046593041943,-0.27992113151860776
17,0.05236290637540781,-0.0876659200333122,-0.09894406054850013,-0.39114415753562176
18,0.047079736292205035,-0.0579271011841645,-0.1620213310668694,-0.33099488006989863
19,0.0430426963325619,-0.05451797282817907,-0.14402493812541345,-0.3557496534866127
20,0.036262322009396206,-0.08461390940641605,-0.10455310004403387,-0.3432145895847232
21,0.03502727909256524,-0.1870739296482275,-0.08552000954747913,-0.6457306392025223
22,0.023120297076920458,-0.022807348711799888,-0.34584493097612745,-0.2033813014175436
23,0.02051127027089574,-0.04912172826123536,-0.24273212352874768,-0.41776143260862697
24,0.006369674137932071,-0.12176455215085594,-0.21194807486092862,-0.3124058031020656
25,0.0060960741894351906,-0.06885421841507135,-0.1028883600844337,-0.2969301890879549
26,0.0048876844515245545,-0.07543332412712253,-0.17182767601703258,-0.29523763265904623
27,0.004354576241714835,-0.0490546641834533,-0.08655438475251914,-0.40583351342462143
28,0.003693328879823263,-0.06820443583468327,-0.17774175993375121,-0.2574861809244908
29,0.0032250156641990685,-0.018256189310249173,-0.34608457879044185,-0.15802107053522077
30,0.0033125614913030762,-0.15586302008176092,-0.07533691176926532,-0.46141128229973055
31,0.0034982538870371735,-0.050498278863159336,-0.16321920098377504,-0.3582268686929586
32,0.0029434508183459273,-0.052213140692139975,-0.06482014713644235,-0.42726768488105893
33,0.002685970644839139,-0.04819041035437072,-0.062233208572566284,-0.39607171126488944
34,0.0028326485037227784,-0.07551991567452436,-0.0005760340175423873,-0.33107897265921316
35,0.0029548150550885886,-0.0662480060321467,-0.3420707465703226,-0.2927283235449466
36,0.0025795696426916103,-0.06130483647979571,-0.06595538560260938,-0.2867241761028319
37,0.002493374142104114,-0.05243393257243775,-0.28570678500468766,-0.16827463714030952
38,0.0020020342260037806,-0.03051862720582652,-0.19329765959282785,-0.29290476505842006
39,0.0022273793237693206,-0.05912633836719408,-0.08899640261488964,-0.30586899809018886
40,0.0019527108741522559,-0.051292690755224954,-0.43437294004794746,-0.15595488591674422
41,0.0018750719714029712,-0.04087635909253698,-0.04880356581644285,-0.4112670451095307
42,0.0017806871270070693,-0.07109561050456595,-0.154527007746362,-0.27387002432963914
